,file_name,caption
106769,COCO_val2014_000000195542.jpg,"A desk with a keyboard, mouse and a laptop."
175960,COCO_val2014_000000147128.jpg,a man is smiling with his fist aimed at his cheek
14756,COCO_val2014_000000461883.jpg,A male tennis player swinging his tennis racket.
190849,COCO_val2014_000000458613.jpg,A green bus driving down a busy street in front of a large brick building.
117808,COCO_val2014_000000112586.jpg,A group of people standing around a table with bottles of liquor.
159459,COCO_val2014_000000062685.jpg,A plane is flying in the sky over two houses. 
193279,COCO_val2014_000000099348.jpg,Several men on the beach with their surfboards. 
3267,COCO_val2014_000000234500.jpg,A child eating a sandwich with relish on it.
90767,COCO_val2014_000000124876.jpg,People surfing on ocean waves near the beach.
81312,COCO_val2014_000000516795.jpg,Ball is coming toward batter with pitcher and umpire standing behind
72690,COCO_val2014_000000481325.jpg,Three stop lights and a woman walking across a street.
122740,COCO_val2014_000000025216.jpg,Waffles on a plate have a gravy on them as they sit near a spoon.
173552,COCO_val2014_000000039852.jpg,Table with chairs and computer monitor with door open
115140,COCO_val2014_000000111840.jpg,a girl leaning on top of a fence and looking at the camera 
84909,COCO_val2014_000000166392.jpg,A man in a helmet doing a skateboarding trick.
32208,COCO_val2014_000000026879.jpg,A sign for bicyclists to press a button to cross the road. 
86463,COCO_val2014_000000460289.jpg,Girl tennis player standing with racquet in hand.
13723,COCO_val2014_000000099481.jpg,A baby boy sitting at a wooden table in front of a white plate.
191761,COCO_val2014_000000178744.jpg,A small model yellow boat floating on top of a river.
176638,COCO_val2014_000000440352.jpg,There is a man guiding a horse along the beach.
166135,COCO_val2014_000000286303.jpg,This is a picture of a man in a tie. 
190198,COCO_val2014_000000100138.jpg,A black motorcycle in front of some shrubs. 
26088,COCO_val2014_000000183176.jpg,A man on a motorcycle with a woman on back
188004,COCO_val2014_000000265719.jpg,a man that is eating some kind of food
136657,COCO_val2014_000000036614.jpg,A person sitting at a table holding a piece of pizza
149534,COCO_val2014_000000211491.jpg,A lady near some rocks during the daytime looking at the camera.
143472,COCO_val2014_000000514915.jpg,A black dog with a red collar laying on a tiled floor.
215,COCO_val2014_000000051191.jpg,The view of a large bathroom with a walk in closet.
118209,COCO_val2014_000000028903.jpg,A cat sitting on a toilet with the lid closed.
197101,COCO_val2014_000000168812.jpg,A dog that is sitting on a chair that is at a table. 
18241,COCO_val2014_000000429281.jpg,A big bin filled with some ripe yellow bananas.
3653,COCO_val2014_000000550444.jpg,a group of men playing a game of soccer 
53216,COCO_val2014_000000141509.jpg,a little boy dressed in a tie and boots holding a stuffed toy
201282,COCO_val2014_000000472102.jpg,This woman is relaxing at an airport with an amp 
90867,COCO_val2014_000000137108.jpg,A tennis player is juggling the ball as the crowd watches.
107622,COCO_val2014_000000310071.jpg,A man in a tan rob standing with an umbrella.
102585,COCO_val2014_000000465877.jpg,a chef in a kitchen with jars bowls and machines
89954,COCO_val2014_000000496360.jpg,A man skiing down the slopes of a mountain.
199568,COCO_val2014_000000277046.jpg,A clock inset in molding on top of an apartment building.
97228,COCO_val2014_000000224281.jpg,A stuffed teddy bear in a pumpkin costume. 
163503,COCO_val2014_000000410735.jpg,Various different pictures of food in a bowl.
122486,COCO_val2014_000000343599.jpg,A tall clock tower behind some snow covered trees.
180273,COCO_val2014_000000279850.jpg,A bus driving down the road near a line of trees.
5448,COCO_val2014_000000549668.jpg,A bathroom has a tub and sink in it.
200451,COCO_val2014_000000067587.jpg,A group of giraffes sit in the grass.
69468,COCO_val2014_000000384512.jpg,Close-up of green bananas still on the stalk
165424,COCO_val2014_000000012115.jpg,A man is walking through an outside market.
20408,COCO_val2014_000000128568.jpg,A floral arrangement with flowering twigs in an orange vase.
148525,COCO_val2014_000000285534.jpg,A woman holding a baby girl and a large stuffed teddy bear.
59912,COCO_val2014_000000329498.jpg,A lady in a black wet suit carrying a surfboard.
64250,COCO_val2014_000000475439.jpg,A young man poses with a frisbee in front of a fence in a grassy area.
82439,COCO_val2014_000000464006.jpg,A silver and black motorcycle on its side in street.
125209,COCO_val2014_000000205531.jpg,A dog laying on pillow with his head sticking out of a window.
116964,COCO_val2014_000000454067.jpg,A person is playing a Wii golf game in a living room. 
37847,COCO_val2014_000000267224.jpg,A blue ford pickup truck traveling down the street.
26593,COCO_val2014_000000062459.jpg,a red and white fire hydrant is sitting by a curb
134684,COCO_val2014_000000464251.jpg,a red and black bird perched on a rail 
171436,COCO_val2014_000000385222.jpg,Young adult male adjusting tie in dimly lit room.
150788,COCO_val2014_000000112440.jpg,Several different ties hand over a tie rack.
74714,COCO_val2014_000000015597.jpg,a male shirtless skateboarder is doing a trick
2746,COCO_val2014_000000328289.jpg,A group of people tending to horses on a grass covered field.
77482,COCO_val2014_000000190494.jpg,European city with older stone structures and busy street.
95265,COCO_val2014_000000432820.jpg,a couple of people that are playing baseball
65025,COCO_val2014_000000557926.jpg,A man stands over a grill covered with hot dogs. 
74708,COCO_val2014_000000231822.jpg,A tray of various foods next to drinks on a table.
181037,COCO_val2014_000000142891.jpg,A cat is smelling a lady's shoe heel.
150776,COCO_val2014_000000208107.jpg,A man stands in a boat with the oars crossed and a woman sits in front.
17952,COCO_val2014_000000123599.jpg,a close up of two zebras in a field with grass
124745,COCO_val2014_000000205811.jpg,People dressed in business attire smile while sitting at a dinner table.
45334,COCO_val2014_000000356863.jpg,some people on a green hill are flying kites
42114,COCO_val2014_000000414249.jpg,A row of park benches sitting next to a park.
51077,COCO_val2014_000000489829.jpg,A person standing inside of a clock shop with lots of clocks.
32555,COCO_val2014_000000076648.jpg,A stop sign that has various stickers on it.
76092,COCO_val2014_000000047654.jpg,The young father is posing with his two children.
12237,COCO_val2014_000000445944.jpg,A man in a black suit standing on a grass field.
165864,COCO_val2014_000000573626.jpg,There are horses standing in the rocks near the water.
33550,COCO_val2014_000000476215.jpg,A man standing behind two brown horses on a dirt field.
20349,COCO_val2014_000000243189.jpg,A picture of the entrance at the Grand Central Station Terminal.
128975,COCO_val2014_000000436694.jpg,A large body of water sitting under a setting sun.
198400,COCO_val2014_000000224477.jpg,A person is surfing on a wave in the ocean.
186363,COCO_val2014_000000221350.jpg,a man in a suit showing of his red tie
98641,COCO_val2014_000000165543.jpg,Even a giraffe looks next to a sauropod.
58452,COCO_val2014_000000025715.jpg,A large body of water covered with boats.
54719,COCO_val2014_000000478136.jpg,Donuts and assorted pastries fill this white plate.
155725,COCO_val2014_000000469777.jpg,The people are watching the elephants and taking photos.  
143997,COCO_val2014_000000004355.jpg,a rider on a chopper with a helmet in the shape of a black skull with spikes
14117,COCO_val2014_000000389986.jpg,A close up shot of a tennis racket striking a tennis ball
75448,COCO_val2014_000000012741.jpg,"Two children laying in bed together, the girl is holding up one finger."
83197,COCO_val2014_000000579982.jpg,A flock of birds perched on top of a tree.
57937,COCO_val2014_000000047131.jpg,A train has crashed and people are looking in the windows.
161291,COCO_val2014_000000151781.jpg,A group of young men standing on top of a lush green field.
2040,COCO_val2014_000000286994.jpg,An elephant drinking water while the rest of the herd is walking in dry grass.
45369,COCO_val2014_000000137408.jpg,A surf sailer gathers his gear and walks along grass.
189357,COCO_val2014_000000338054.jpg,A hand holding a small teddy bear on a string
142626,COCO_val2014_000000310185.jpg,"A batter, catcher and baseman during a baseball game."
124455,COCO_val2014_000000294724.jpg,A close up of the face of a zebra grazing the grass.
1966,COCO_val2014_000000105975.jpg,Older elephant spraying himself with sand from the ground.
9114,COCO_val2014_000000135976.jpg,A computer and laptop side by side with programs open.
95847,COCO_val2014_000000357620.jpg,A crumb-glazed doughnut rests on a plate. 
94782,COCO_val2014_000000123867.jpg,A dog that is walking in the grass and holding something in it's mouth.
177654,COCO_val2014_000000022498.jpg,a sail boarder in a wet suit water trees and clouds
50415,COCO_val2014_000000143483.jpg, The interior of a house with a living room leading into a dining room. 
189009,COCO_val2014_000000433103.jpg,Many children work on green and white laptop computers.
195627,COCO_val2014_000000235057.jpg,A giraffe extends its tongue to drink water
98870,COCO_val2014_000000492282.jpg,People are riding horses next to the trees.
144138,COCO_val2014_000000222771.jpg,A large parking lot with men sitting on motorcycles 
197247,COCO_val2014_000000327624.jpg,A herd of zebra standing on top of a dirt field.
94114,COCO_val2014_000000256481.jpg,Three cats that are sitting in a window.
141687,COCO_val2014_000000218996.jpg,"A grilled meat, lettuce, and tomato sandwich on a cutting board."
62230,COCO_val2014_000000540816.jpg,A large passenger jet flying through a blue sky.
170472,COCO_val2014_000000542079.jpg,A bus arrives at a stop in the middle of night.
142265,COCO_val2014_000000353405.jpg,A couple of chairs are sitting beside a plant. 
45583,COCO_val2014_000000537631.jpg,The kids are playing tennis on the courts for physical education
89776,COCO_val2014_000000213432.jpg,Two horses are in a pasture with trees.
10812,COCO_val2014_000000042276.jpg,The bathroom is a mess with sports gear. 
69384,COCO_val2014_000000209989.jpg,Several people on skis at the bottom of a slope.
144772,COCO_val2014_000000226634.jpg,a street with a bunch of cars parked in a line
187577,COCO_val2014_000000447407.jpg,A man skiing down a mountain using modified skis.
59172,COCO_val2014_000000041104.jpg,A black and white photo of a group of horses. 
87894,COCO_val2014_000000550013.jpg,Man with golf club and a dog and a goat
172970,COCO_val2014_000000185221.jpg,Two pictures of people eating some pizza together.
196336,COCO_val2014_000000347747.jpg,Train yards are usually not very attractive places.
200029,COCO_val2014_000000146149.jpg,A white sink and bath tub in a room.
56425,COCO_val2014_000000308799.jpg,A kitchen with hardwood floors and a sink and oven.
18993,COCO_val2014_000000228261.jpg,A long buffet table of food with people standing around it.
43593,COCO_val2014_000000333114.jpg,People with umbrellas are walking over a bride in an Asian style garden.
38284,COCO_val2014_000000415360.jpg,A dog laying on its stomach on a skateboard.
14318,COCO_val2014_000000070351.jpg,A package of tooth brush shaped gum on a table.
85265,COCO_val2014_000000031482.jpg,a small child wearing winter clothes is on a snowboard.
44561,COCO_val2014_000000461491.jpg,A baseball player falls trying to catch a ball
170880,COCO_val2014_000000407990.jpg,A stop sign has been altered to read stop the war. 
47158,COCO_val2014_000000127455.jpg,A street corner with a blue fire hydrant.
125470,COCO_val2014_000000196706.jpg,A horse with a well dressed rider ready for a parade.
156725,COCO_val2014_000000423001.jpg,A man trekking  through the snowy woods on skis
157929,COCO_val2014_000000445668.jpg,Kiosks on the beach with kites flying in the sky.
187786,COCO_val2014_000000189067.jpg,A person is riding a skateboard down the stairs.
133340,COCO_val2014_000000422677.jpg,A man riding a skateboard on a city street.
143642,COCO_val2014_000000285664.jpg,An oven is shown with the door open.
129197,COCO_val2014_000000408047.jpg,City bus loading on a busy metropolitan street. 
110097,COCO_val2014_000000551338.jpg,A woman standing in a park holding a yellow frisbee.
170067,COCO_val2014_000000442667.jpg,Blue and white tow truck pulling a blue bus behind it. 
107600,COCO_val2014_000000160345.jpg,A man is sitting on a bench reading a book.
196632,COCO_val2014_000000522393.jpg,two people in a wooden boat with sails on some water
202427,COCO_val2014_000000504152.jpg,"A tool area with variety of tools hanging on nails on a board on a wall, with a table below with canisters, newspaper, and a box with small clear front drawers."
151235,COCO_val2014_000000519874.jpg,"A bear playing in the water, next to the shore."
13081,COCO_val2014_000000169547.jpg,There is a woman holding up a banana.
90175,COCO_val2014_000000231097.jpg,A plate is left sitting half eaten with mostly broccoli remaining.
18438,COCO_val2014_000000011300.jpg,A child sits on the ground next to a skateboard.
113354,COCO_val2014_000000511363.jpg,A boy preparing to fly a kite that is shaped like an airplane.
21261,COCO_val2014_000000246530.jpg,"A fenced area ringed with trees and green leaves, shows two giraffes, their necks criss-crossing, so that their heads look in opposite directions.  "
8892,COCO_val2014_000000469203.jpg,A bride and a groom cut into a wedding cake together.
49827,COCO_val2014_000000262703.jpg,A snowboarder falling down by some skinny trees.
86439,COCO_val2014_000000541025.jpg,Baseball players prepare to react to a pitch. 
104951,COCO_val2014_000000344171.jpg,Group of multicolor beach umbrellas overlooking a city. 
92400,COCO_val2014_000000139969.jpg,some people standing outside of a chinese restaurant 
132610,COCO_val2014_000000501237.jpg,Beautiful blue sky with a person with an open parachute ascending the sky.
138112,COCO_val2014_000000197918.jpg,Two children looking through a large collection of toys.
158673,COCO_val2014_000000143154.jpg,A little girl smiling and eating something. 
46526,COCO_val2014_000000511572.jpg,A pasta salad and a fork in a bowl. 
161497,COCO_val2014_000000246843.jpg,Three men and two children are standing on rocky ground.
164385,COCO_val2014_000000450206.jpg,Several people standing around with a green bus along the road.
92293,COCO_val2014_000000308507.jpg,A kitchen table surrounded by chairs in a kitchen.
177474,COCO_val2014_000000425324.jpg,a man is out on the yard about to kick a ball  in the grass
104455,COCO_val2014_000000018687.jpg,A group of people standing around a lake.
183557,COCO_val2014_000000510122.jpg,A crowd of people watching a kite fly.
150153,COCO_val2014_000000192714.jpg,A street light at an intersection in a small town.
153135,COCO_val2014_000000006593.jpg,a male tennis player in a white shirt 
77811,COCO_val2014_000000053139.jpg,A picture of some white rails in front of a tall building. 
53072,COCO_val2014_000000413395.jpg,A man and his two cats sitting on the couch.
36960,COCO_val2014_000000573033.jpg,A wooden bench that is overlooking a body of water.
159403,COCO_val2014_000000084749.jpg,A cat sits in the shadow of a blue doorway.
48159,COCO_val2014_000000374100.jpg,Two cows stand in a field with tall grass and weeds. 
93892,COCO_val2014_000000096207.jpg,There is a rear view mirror with a truck in it.
52677,COCO_val2014_000000109924.jpg,A cake that looks like a train is sitting on a table.
182925,COCO_val2014_000000302388.jpg,a man on a surf board on a large body of water
94889,COCO_val2014_000000473994.jpg,two feet and a white dog carrying a frisbee
133402,COCO_val2014_000000077102.jpg,A corner in a kitchen with many potted plants.
59306,COCO_val2014_000000512206.jpg,There are many butterflies sitting on top of oranges. 
103827,COCO_val2014_000000382670.jpg,There are cows on a small bout pulling up to land.
56320,COCO_val2014_000000542699.jpg,A menu with pictures of different types of food.
47606,COCO_val2014_000000418533.jpg,"A large train car labeled ""buffet"" and ""first class"" is parked in a train yard."
83020,COCO_val2014_000000119779.jpg,Two seagulls sit on the top of a street light.
35609,COCO_val2014_000000349837.jpg,A picture of a variety of refrigerators on display. 
166571,COCO_val2014_000000217064.jpg,A zebra walking through the grass next to a bush.
160876,COCO_val2014_000000361106.jpg,a smiling groom holding his bride in his arms
189781,COCO_val2014_000000377845.jpg,a brown bathroom with three rugs a tub and a toilet
100573,COCO_val2014_000000231028.jpg,A group of men with backpacks on skis on a slope.
100611,COCO_val2014_000000429142.jpg,A man riding a skateboard over a giant shoe.
191561,COCO_val2014_000000275751.jpg,A train moves along tracks in a residential area.
175467,COCO_val2014_000000007149.jpg,A woman washing a lam with a hose.
50714,COCO_val2014_000000064439.jpg,The woman is playing tennis on the court.
2203,COCO_val2014_000000304305.jpg,A pair of elephants traveling on a grassy field.
36230,COCO_val2014_000000178028.jpg,A bathroom vanity sink with a large mirror and hairdryer on the wall.
191314,COCO_val2014_000000553962.jpg,A stop sign posed on a pier next to a lake.
112967,COCO_val2014_000000241319.jpg,A bathroom sink with two toothbrushes facing each other.
116293,COCO_val2014_000000324527.jpg,a man on a surfboard in the middle of a water tunnel
8917,COCO_val2014_000000578545.jpg,A pregnant woman laying in bed reading a book.
154590,COCO_val2014_000000330356.jpg,Four giraffes in a grassy field with trees. 
114830,COCO_val2014_000000413320.jpg,Person taking picture from a  yellow duck paddle boat.
5614,COCO_val2014_000000540869.jpg,This is a man riding a red crotch rocket.
173742,COCO_val2014_000000396385.jpg,a man sitting down with a plate with two food items on it.
124941,COCO_val2014_000000031745.jpg,A dog and a cat sitting in a shelter
140564,COCO_val2014_000000035594.jpg,An elephant mother with a baby elephant beneath her reaches for branches with her trunk.
109906,COCO_val2014_000000377155.jpg,A woman that is standing in the grass with an umbrella.
97980,COCO_val2014_000000268371.jpg,The jets are flying very close to each other in the sky.
176430,COCO_val2014_000000189095.jpg,Two brown bears with their heads touching each other.
99383,COCO_val2014_000000385912.jpg,A woman and a dog are riding in a canoe.
9183,COCO_val2014_000000294831.jpg,Two pieces of pizza are served on a plate.
23515,COCO_val2014_000000223327.jpg,a snow skier and a person pushing a baby carriage
144463,COCO_val2014_000000160726.jpg,A reflection in the glass partially obscures a woman sitting on a bench by a bus.
61260,COCO_val2014_000000062410.jpg,A white vase with white flowers and two candles on a table.
24365,COCO_val2014_000000229207.jpg,A game of Tennis being played on TV
20007,COCO_val2014_000000334915.jpg,A couple of people talking to each other in a crowd.
145167,COCO_val2014_000000500826.jpg,"A view of the street signs ""W 122 St."", ""Seminary Row"", and ""Broadway"" in front of an old red brick building. "
142396,COCO_val2014_000000222228.jpg,The cat is perched on the chair in the living room.
148714,COCO_val2014_000000246004.jpg,a couple sitting on a couch with a teddy bear
43817,COCO_val2014_000000124975.jpg,Two zebras stand together on a dirt area near short grass.
60798,COCO_val2014_000000499105.jpg,A young girl in pink swinging a tennis racquet on a hard surface tennis court.
97928,COCO_val2014_000000552979.jpg,A cat looking inside of a barn door.
161006,COCO_val2014_000000058483.jpg,An elephant with tusks standing in a rock strewn grassy area with two birds perched on top of it.
14163,COCO_val2014_000000054252.jpg,A dirty laptop turned off on a wood table.
164513,COCO_val2014_000000096351.jpg,a mini van with a surfboard on top driving along a road 
165480,COCO_val2014_000000397278.jpg,A bright yellow sign that warns of it's sharp edges.
40510,COCO_val2014_000000135572.jpg,a teddy bear sitting inside a toilet bowl
138628,COCO_val2014_000000056205.jpg,a person sitting next to a bicycle while watching pigeons on a sidewalk.
97313,COCO_val2014_000000198826.jpg,A woman accepts a wine pour at a festival.
100000,COCO_val2014_000000146150.jpg,A man is sitting near a small Christmas tree
45395,COCO_val2014_000000225198.jpg,a stuffed animal on a bed wearing headphones
165402,COCO_val2014_000000552073.jpg,A couple of giraffes standing around a feeding trough.
132217,COCO_val2014_000000294634.jpg,A pretty young lady running towards a tennis ball while holding a tennis racquet.
8615,COCO_val2014_000000519880.jpg,A skateboarder in a professional setting grinding down a column.
198404,COCO_val2014_000000164091.jpg,A baby doll sitting inside of a baby carriage.
105084,COCO_val2014_000000509588.jpg,Two zebras stand quietly in their zoo habitat.
76721,COCO_val2014_000000275999.jpg,a vase on a table with many flowers inside
86817,COCO_val2014_000000571839.jpg,A clock and several vases sit on a table in front of a gold framed mirror.
93393,COCO_val2014_000000415408.jpg,A fire-hydrant on a street and near a van.
105365,COCO_val2014_000000238431.jpg,A light brown horse's face is shown at close range.
74675,COCO_val2014_000000479633.jpg,A skateboarder rides the edge of a concrete slab in a skatepark. 
173576,COCO_val2014_000000306264.jpg,A tall building has a clock on its tower.
72374,COCO_val2014_000000228350.jpg,People sitting at tables at an outside eating area.
174641,COCO_val2014_000000348045.jpg,A view of a bunch of urinals with stickers above them.
200737,COCO_val2014_000000579247.jpg,A street sign on a colorful and decorated street post.
200976,COCO_val2014_000000281598.jpg,a close up of a cat near a couch on the ground
96164,COCO_val2014_000000247130.jpg,a living room with a lab top and a tv
70265,COCO_val2014_000000551906.jpg,A crowd of people holding onto their surf boards.
35436,COCO_val2014_000000209048.jpg,some cups are sitting near a microwave on a table
64097,COCO_val2014_000000370813.jpg,a man does a trick on his skate board
35878,COCO_val2014_000000445309.jpg,A person on a bike riding by a car.
147127,COCO_val2014_000000282980.jpg,A crowd of people are playing in the ocean.
115342,COCO_val2014_000000219622.jpg,A man leaping in the air to catch a Frisbee.
122583,COCO_val2014_000000468121.jpg,Lady at a party with her phone stopping for picture.
33854,COCO_val2014_000000295092.jpg,a person skiing down a hill in a black outfit 
158389,COCO_val2014_000000563083.jpg,a person is playing with their smartphone or tablet
109933,COCO_val2014_000000118743.jpg,a woman in a brown top is holding a light purple umbrella
32540,COCO_val2014_000000116722.jpg,A train with a flag flying near the tracks
9541,COCO_val2014_000000551910.jpg,Guy stands on the beach flying a rectangle kite high up in the sky
